"rank","artist","title","releaseYear","listHighestRank","listYear","listWeek","listNumWeeksBest","listNumWeeks","listType"
394,"Foreigner","I Want To Know What Love Is",1984,6,1985,7,2,15,"top40"
395,"Supertramp","The Logical Song",1979,20,1979,15,3,7,"top40"
396,"Paul de Leeuw","Ik Heb Je Lief",1997,,,,,,""
397,"Fleetwood Mac","Tusk",1979,9,1979,44,2,11,"top40"
398,"The Script","The Man Who Can't Be Moved",2008,19,2008,42,2,8,"top40"
399,"Bee Gees","Staying Alive",1978,1,1978,14,3,16,"top40"
400,"Boudewijn de Groot","Welterusten Meneer De President",1966,,,,,,""
401,"Lynyrd Skynyrd","Sweet Home Alabama",1974,,,,,,""
402,"Rowwen Hèze","De Peel In Brand",2005,34,2005,51,3,3,"top40"
403,"Pink Floyd","The Great Gig In The Sky",1973,,,,,,""
404,"Prince","1999",1982,13,1983,3,2,10,"top40"
405,"André Hazes","De Vlieger",1977,24,1992,43,2,5,"top40"
406,"Phil Collins","Another Day In Paradise",1989,2,1989,48,3,12,"top40"
407,"Amy Winehouse","Rehab",2007,17,2007,12,2,12,"top40"
408,"Acda En De Munnik","Ren Lenny Ren",2002,17,2002,45,1,7,"top40"
409,"Bon Jovi","Living On A Prayer",1986,2,1987,5,1,12,"top40"
410,"The Beatles","Penny Lane",1967,1,1967,9,4,13,"top40"
411,"Muse","Bliss",2002,40,2001,42,2,2,"top40"
412,"Yes","Owner Of A Lonely Heart",1983,2,1983,50,2,9,"top40"
413,"De Dijk","Mag Het Licht Uit",1987,23,1987,33,1,5,"top40"
414,"Kensington","Home Again",2013,33,2013,13,1,5,"top40"
415,"Bruce Springsteen","Badlands",1978,,,,,,""
416,"Pink Floyd","Money",1973,,,,,,""
417,"Bob Dylan","Blowing In The Wind",1963,,,,,,""
418,"Elton John","Your Song",1971,10,1971,10,1,5,"top40"
419,"The Beatles","Eleanor Rigby",1966,1,1966,35,6,14,"top40"
420,"Toto","Hold The Line",1979,25,1979,3,3,6,"top40"
421,"New Order","Blue Monday",1983,3,1983,24,2,10,"top40"
422,"The Police","Message In A Bottle",1979,2,1979,45,1,10,"top40"
423,"Muse","Starlight",2006,12,2006,38,1,6,"tip"
424,"Jim Croce","Time In A Bottle",1973,,,,,,""
425,"Soundgarden","Black Hole Sun",1994,31,1994,46,1,6,"top40"
426,"André Hazes","Geef Mij Je Angst",1983,35,1984,10,1,3,"top40"
427,"The Black Keys","Little Black Submarines",2012,9,2012,41,1,6,"tip"
428,"The Jimi Hendrix Experience","Hey Joe",1967,11,1967,9,2,12,"top40"
429,"Foo Fighters","Learn To Fly",1999,32,1999,47,1,2,"top40"
430,"Red Hot Chili Peppers","Scar Tissue",1999,24,1999,37,1,7,"top40"
431,"K's Choice","Not An Addict",1996,19,1996,7,2,8,"top40"
432,"Imagine Dragons","Radioactive",2012,5,2013,22,1,5,"tip"
433,"Beth Hart","Leave The Light On",2003,,,,,,""
434,"Elvis Costello","I Want You",1986,15,1986,49,2,7,"top40"
435,"Johnny Cash","I Walk The Line",1957,,,,,,""
436,"The Proclaimers","I'm Gonna Be (500 Miles)",1988,17,1993,40,1,5,"tip"
437,"Diggy Dex Ft. JW Roy","Treur Niet",2015,10,2015,52,3,17,"top40"
438,"Beyoncé","Halo",2010,9,2009,13,1,11,"top40"
439,"Nena","99 Luftballons",1983,1,1983,13,4,10,"top40"
440,"Al Stewart","Year Of The Cat",1977,6,1977,10,2,7,"top40"
441,"Anouk","Lost",2005,2,2005,12,2,15,"top40"
442,"Kensington","All For Nothing",2014,35,2014,36,1,4,"top40"
443,"The Alan Parsons Project","Eye In The Sky",1982,,,,,,""
444,"Eva Cassidy","Fields Of Gold",1998,,,,,,""
445,"Scorpions","Still Loving You",1987,4,1987,14,2,13,"top40"
446,"Billy Joel","Leningrad",1989,15,1990,2,2,7,"top40"
447,"Stevie Wonder","Superstition",1973,12,1973,7,1,6,"top40"
448,"Gerry Rafferty","Baker Street",1978,9,1978,18,2,8,"top40"
449,"Simply Red","Holding Back The Years",1985,3,1986,4,1,11,"top40"
450,"Underworld","Born Slippy",1996,28,1996,36,2,7,"top40"
451,"De Dijk","Groot Hart",1985,12,1998,41,1,4,"tip"
452,"Frankie Goes To Hollywood","The Power Of Love",1984,9,1985,3,2,10,"top40"
453,"Whitney Houston","I Will Always Love You",1992,1,1992,50,9,22,"top40"
454,"Buena Vista Social Club","Chan Chan",1997,6,1997,48,1,5,"tip"
455,"Sia","Chandelier",2013,38,2014,15,1,2,"top40"
456,"Crosby, Stills, Nash & Young","Almost Cut My Hair",1971,5,1971,10,1,2,"tip"
457,"Guns N' Roses","Welcome To The Jungle",1989,,,,,,""
458,"Typhoon","Zandloper",2014,,,,,,""
459,"Santana","She's Not There",1978,2,1978,9,2,15,"top40"
460,"Orchestral Manoeuvres In The Dark","Maid Of Orleans",1982,1,1982,11,4,11,"top40"
461,"Daniel Lohues","Prachtig Mooie Dag",2011,,,,,,""
462,"David Bowie","Ziggy Stardust",1972,,,,,,""
463,"Focus","Hocus Pocus",1971,10,1971,31,1,7,"top40"
464,"Marvin Gaye","What's Going On",1971,,,,,,""
465,"Alanis Morissette","Ironic",1995,6,1996,28,1,13,"top40"
466,"Toto","Stop Loving You",1988,2,1988,16,4,14,"top40"
467,"Armin van Buuren Ft. Kensington","Heading Up High",2015,12,2016,1,1,21,"top40"
468,"Paolo Conte","Max",1988,6,1988,9,1,9,"top40"
469,"Bløf","Omarm",2003,8,2003,21,2,11,"top40"
470,"Anouk","Birds",2013,3,2013,13,1,18,"top40"
471,"Muse","Supermassive Black Hole",2006,2,2006,27,3,5,"tip"
472,"David Bowie","Sound And Vision",1977,2,1977,19,1,12,"top40"
473,"Bløf","Dansen Aan Zee",2000,9,2000,19,1,12,"top40"
474,"The Temptations","Papa Was A Rolling Stone",1972,5,1973,3,1,11,"top40"
475,"Triggerfinger","I Follow Rivers",2012,1,2012,13,6,28,"top40"
476,"Queen","We Will Rock You",1977,12,1992,29,1,7,"top40"
477,"Marco Borsato","Mooi",2015,14,2015,45,1,12,"top40"
478,"Krezip","I Would Stay",2000,1,2000,33,3,18,"top40"
479,"Fleetwood Mac","Songbird",1977,,,,,,""
480,"The Boxer Rebellion","Diamonds",2013,30,2013,35,1,3,"top40"
481,"Racoon","Liverpool Rain",2012,36,2012,21,1,2,"top40"
482,"Vangelis","Conquest Of Paradise",1995,1,1995,18,10,19,"top40"
483,"Daniel Lohues","Hier Kom Ik Weg",2008,,,,,,""
484,"Genesis","Firth Of Fifth",1973,,,,,,""
485,"Counting Crows","Mr. Jones",1994,14,1994,21,1,6,"tip"
486,"Acda En De Munnik","Niet Of Nooit Geweest",1998,2,1998,28,4,22,"top40"
487,"John Denver","Leaving On A Jet Plane",1969,,,,,,""
488,"Stromae","Papaoutai",2013,2,2013,32,6,25,"top40"
489,"Queen","Radio Ga Ga",1984,1,1984,8,1,9,"top40"
490,"Van Halen","Running With The Devil",1980,8,1980,24,2,11,"top40"
491,"David Bowie & Pat Metheny Group","This Is Not America",1985,1,1985,11,2,11,"top40"
492,"Guus Meeuwis","Dat Komt Door Jou",2009,11,2009,20,1,11,"top40"
493,"Johnny Cash","A Boy Named Sue",1969,14,1969,38,2,6,"top40"
494,"Avicii","Wake Me Up",2013,1,2013,27,11,34,"top40"
495,"Cockney Rebel","Sebastian",1973,2,1974,1,2,11,"top40"
496,"Bee Gees","How Deep Is Your Love",1977,15,1977,52,2,10,"top40"
497,"Ed Sheeran","Photograph",2015,33,2015,27,2,8,"top40"
498,"Crosby, Stills, Nash & Young","Teach Your Children",1970,7,1970,29,1,9,"top40"
499,"AC/DC","You Shook Me All Night Long",1980,,,,,,""
500,"Don Henley","The Boys Of Summer",1985,26,1985,9,1,4,"top40"
501,"Eddie Vedder","Hard Sun",2007,,,,,,""
502,"Tenacious D","Tribute",2003,25,2003,8,1,3,"top40"
503,"R.E.M.","Nightswimming",1992,,,,,,""
504,"ZZ Top","La Grange",1973,,,,,,""
505,"Iggy Pop","Lust For Life",1977,3,1977,53,2,13,"top40"
506,"Racoon","No Mercy",2011,3,2011,23,1,23,"top40"
507,"Uriah Heep","Easy Livin'",1973,5,1973,39,2,9,"top40"
508,"The Rolling Stones","Wild Horses",1971,4,1996,15,1,3,"tip"
509,"John Mayer","Gravity",2006,13,2007,4,1,6,"tip"
510,"John Denver","Annie's Song",1976,10,1976,12,1,7,"top40"
511,"ZZ Top","Gimme All Your Lovin'",1984,8,1985,5,3,11,"top40"
512,"Justin Bieber","Love Yourself",2015,1,2016,2,3,24,"top40"
513,"Blur","Song 2",1997,12,1997,24,1,6,"tip"
514,"Henk Westbroek","Zelfs Je Naam Is Mooi",1998,6,1998,39,1,33,"top40"
515,"Green Day","Wake Me Up When September Ends",2005,35,2005,34,1,3,"top40"
516,"Kings Of Leon","Use Somebody",2008,7,2009,12,1,22,"top40"
517,"Bruce Springsteen","My Hometown",1986,23,1986,3,2,5,"top40"
518,"Disturbed","The Sound Of Silence",2016,,,,,,""
519,"Herbert Grönemeyer","Der Weg",2002,,,,,,""
520,"Fleetwood Mac","The Chain",1977,,,,,,""
521,"The Babys","Everytime I Think Of You",1979,7,1979,9,1,10,"top40"
522,"Coldplay Feat. Beyoncé","Hymn For The Weekend",2015,11,2016,14,1,17,"top40"
523,"David Bowie & Mick Jagger","Dancing In The Street",1985,1,1985,41,2,13,"top40"
524,"Queen","Another One Bites The Dust",1980,14,1980,39,1,11,"top40"
525,"Louis Armstrong","What A Wonderful World",1968,2,1988,37,2,23,"top40"
526,"Talking Heads","Psycho Killer",1978,11,1978,14,2,6,"top40"
527,"Marco Borsato","Rood",2006,1,2006,19,11,24,"top40"
528,"Air","All I Need",1999,25,1999,7,1,7,"top40"
529,"Caro Emerald","A Night Like This",2009,2,2010,14,3,26,"top40"
530,"Wham","Last Christmas",1984,2,1985,1,2,13,"top40"
531,"Mumford & Sons","I Will Wait",2012,,,,,,""
532,"Bruce Springsteen","Tougher Than The Rest",1987,13,1988,32,2,9,"top40"
533,"Ram Jam","Black Betty",1978,4,1978,8,2,12,"top40"
534,"U2","New Years Day",1983,11,1983,10,1,7,"top40"
535,"Imagine Dragons","Demons",2014,11,2014,19,2,29,"top40"
536,"Bon Jovi","It's My Life",2000,1,2000,22,2,14,"top40"
537,"De Poema's","Zij Maakt Het Verschil",2001,1,2001,46,2,18,"top40"
538,"Herman van Veen","Liefde Van Later",1969,,,,,,""
539,"Eagles","Lyin' Eyes",1975,19,1975,48,2,5,"top40"
540,"David Bowie","Changes",1971,,,,,,""
541,"John Denver","Take Me Home, Country Roads",1971,6,1971,39,1,6,"tip"
542,"Elvis Presley","Always On My Mind",1972,15,1997,32,1,6,"top40"
543,"Queen","We Are The Champions",1977,2,1977,47,4,15,"top40"
544,"Crosby, Stills, Nash & Young","Our House",1970,10,1970,42,1,6,"top40"
545,"Cream","White Room",1968,4,1968,47,2,11,"top40"
546,"Neil Diamond","I Am... I Said",1971,6,1971,23,1,10,"top40"
547,"ABBA","Mamma Mia",1975,13,1975,51,1,7,"top40"
548,"Beastie Boys","Sabotage",1994,2,1994,35,1,7,"tip"
549,"Gé Reinders","Bloasmuziek",1999,,,,,,""
550,"Chicago","If You Leave Me Now",1976,1,1976,50,4,16,"top40"
551,"Barry White","You're The First The Last My Everything",1974,10,1975,2,2,7,"top40"
552,"Genesis","Land Of Confusion",1986,8,1987,3,1,8,"top40"
553,"Joe Jackson","Is She Really Going Out With Him",1979,3,1988,36,1,9,"top40"
554,"Red Hot Chili Peppers","Otherside",2003,14,2000,10,1,14,"top40"
555,"Eagles","New Kid In Town",1977,9,1977,9,2,8,"top40"
556,"Johnny Cash","Folsom Prison Blues (live In Folsom Prison)",1969,,,,,,""
557,"Cat Stevens","Father And Son",1971,28,1971,45,1,3,"top40"
558,"R.E.M.","Man On The Moon",1992,4,1992,51,1,4,"tip"
559,"Joe Cocker","You Are So Beautiful",1975,7,1990,40,1,5,"tip"
560,"Bruce Springsteen","Jungleland",1975,,,,,,""
561,"Status Quo","Roll Over Lay Down",1975,2,1975,34,1,13,"top40"
562,"P!nk & Nate Ruess","Just Give Me A Reason",2012,1,2013,8,3,23,"top40"
563,"John Mayer","Daughters",2005,30,2005,17,1,5,"top40"
564,"Chris Rea","Driving Home For Christmas",1986,,,,,,""
565,"De Dijk","Ik Kan Het Niet Alleen",1989,18,1989,17,2,7,"top40"
566,"Guns N' Roses","Estranged",1994,,,,,,""
567,"Live","Overcome",2001,2,2001,44,1,14,"top40"
568,"Europe","The Final Countdown",1986,1,1986,39,4,16,"top40"
569,"Neil Diamond","Sweet Caroline",1969,17,1969,39,1,5,"top40"
570,"Fleetwood Mac","Rhiannon",1976,16,1976,39,1,7,"top40"
571,"Tame Impala","Let It Happen",2015,,,,,,""
572,"Talk Talk","Such A Shame",1984,11,1984,22,2,9,"top40"
573,"De Dijk","Bloedend Hart",1982,19,1990,17,2,5,"top40"
574,"Herman van Veen","Suzanne",1969,4,1969,22,1,15,"top40"
575,"Simon & Garfunkel","Mrs. Robinson",1968,8,1968,27,1,11,"top40"
576,"David Bowie","Golden Years",1976,6,1976,5,1,9,"top40"
577,"Coldplay","Adventure Of A Lifetime",2015,8,2015,51,2,21,"top40"
578,"Kate Bush","Cloudbusting",1985,11,1985,50,2,8,"top40"
579,"Alice In Chains","Would",1992,31,1993,15,2,2,"top40"
580,"The Stranglers","Golden Brown",1982,8,1982,11,1,8,"top40"
581,"Fleetwood Mac","Albatross",1969,2,1973,32,3,21,"top40"
582,"2Pac","Changes",1998,1,1999,7,3,14,"top40"
583,"Rag'n'Bone Man ","Human",2016,9,2016,47,2,12,"top40"
584,"Michael Jackson","They Don't Care About Us",1996,4,1996,20,1,12,"top40"
585,"Prince","Raspberry Beret",1985,19,1985,35,1,6,"top40"
586,"David Bowie","Absolute Beginners",1986,4,1986,15,2,10,"top40"
587,"Het Goede Doel","Alles Geprobeerd",1986,25,1986,29,1,6,"top40"
588,"Chris Isaak","Wicked Game",1991,5,1991,7,2,12,"top40"
589,"The Who","Pinball Wizard",1969,12,1969,18,1,7,"top40"
590,"Fischer-Z","So Long",1980,12,1980,26,2,8,"top40"
591,"Kate Bush","Running Up That Hill",1985,6,1985,39,2,11,"top40"
592,"Golden Earring","Going To The Run",1991,3,1991,20,1,10,"top40"
593,"De Poema's","Mijn Houten Hart",1999,7,1999,34,3,15,"top40"
594,"Anouk","Michel",2000,3,2000,32,1,15,"top40"
595,"Earth Wind & Fire feat. The Emotions","Boogie Wonderland",1979,4,1979,26,2,12,"top40"
596,"Metallica","Sad But True",1992,17,1992,40,1,9,"top40"
597,"The Smiths","There Is A Light That Never Goes Out",1986,,,,,,""
598,"The Beatles","The Long And Winding Road",1970,9,1970,29,1,5,"top40"
599,"John Mayer","Slowdancing In A Burning Room",2006,,,,,,""
600,"P!nk","Try",2012,23,2012,51,2,16,"top40"
601,"Foo Fighters","Walk",2009,31,2011,23,1,2,"top40"
602,"Adele","Chasing Pavements",2008,9,2008,12,1,15,"top40"
603,"The Beatles","Norwegian Wood (This Bird Has Flown)",1965,,,,,,""
604,"Heart","Alone",1987,6,1987,31,1,10,"top40"
605,"Doe Maar","Sinds 1 Dag Of 2 (32 Jaar)",1981,,,,,,""
606,"U2","I Will Follow",1982,12,1982,40,1,6,"top40"
607,"Paul Simon","You Can Call Me Al",1986,2,1986,46,3,15,"top40"
608,"Massive Attack","Teardrop",1998,9,1998,27,1,6,"tip"
609,"The Alan Parsons Project","The Turn Of A Friendly Card",1980,11,1980,50,1,4,"tip"
610,"George Baker Selection","Little Green Bag",1969,9,1969,48,1,17,"top40"
611,"Don McLean","Vincent",1972,17,1972,22,2,12,"top40"
612,"Tina Turner & David Bowie","Tonight",1988,1,1989,4,4,13,"top40"
613,"ZZ Top","Sharp Dressed Man",1985,9,1985,11,1,9,"top40"
614,"George Michael","Careless Whisper",1984,1,1984,36,5,14,"top40"
615,"Dj Paul Elstak","Rainbow In The Sky",1995,3,1995,39,3,10,"top40"
616,"David Bowie","Man Who Sold The World",1970,,,,,,""
617,"Mark Knopfler","What It Is",2000,,,,,,""
618,"Boudewijn de Groot","Jimmy",1973,6,1973,47,1,11,"top40"
619,"Eminem & Dido","Stan",2000,2,2000,52,3,11,"top40"
620,"The Cure","Lullaby",1989,9,1989,21,1,8,"top40"
621,"Ed Sheeran","The A Team",2011,5,2012,6,3,32,"top40"
622,"Édith Piaf","Non Je Ne Regrette Rien",1961,,,,,,""
623,"Acda En De Munnik","Als Het Vuur Gedoofd Is",1997,,,,,,""
624,"Art Garfunkel","Bright Eyes",1979,1,1979,22,5,14,"top40"
625,"Alain Clark","Father And Friend",2008,2,2008,4,5,20,"top40"
626,"Red Hot Chili Peppers","Give It Away",1992,4,1992,28,1,5,"tip"
627,"Chi Coltrane","Go Like Elijah",1973,1,1973,9,3,13,"top40"
628,"Don McLean","American Pie",1972,11,1972,8,1,8,"top40"
629,"Guns N' Roses","Patience",1989,4,1989,30,2,12,"top40"
630,"Barbra Streisand","Woman In Love",1980,1,1980,42,6,14,"top40"
631,"Golden Earrings","Just A Little Bit Of Peace In My Heart",1968,2,1968,48,1,10,"top40"
632,"Dotan","Let The River In",2015,31,2015,43,1,8,"top40"
633,"The Blue Nile","Tinseltown In The Rain",1984,28,1984,42,2,4,"top40"
634,"BAP","Kristallnach",1983,8,1983,9,2,8,"top40"
635,"Jimi Hendrix Experience","Little Wing",1969,,,,,,""
636,"Van Halen","Jump",1984,29,1984,7,2,4,"top40"
637,"Lou Reed","Walk On The Wild Side",1973,21,1973,12,1,5,"top40"
638,"Michael Jackson","Ben",1972,2,1972,51,6,14,"top40"
639,"Queen","Crazy Little Thing Called Love",1979,1,1979,47,3,13,"top40"
640,"Prince","I Would Die 4 U",1984,3,1985,4,2,10,"top40"
641,"Manic Street Preachers","Motorcycle Emptiness",1992,24,1992,37,1,5,"top40"
642,"Men At Work","Down Under",1982,2,1982,18,2,11,"top40"
643,"Iggy Pop","The Passenger",1976,,,,,,""
644,"Mr. Probz","Waves",2013,6,2013,34,3,28,"top40"
645,"Whitesnake","Here I Go Again",1987,5,1987,47,1,8,"top40"
646,"Mark Ronson Feat. Amy Winehouse","Valerie",2007,1,2008,4,4,23,"top40"
647,"Bonnie Tyler","Total Eclipse Of The Heart",1983,24,1983,17,1,6,"top40"
648,"Arctic Monkeys","I Bet You Look Good On The Dancefloor",2006,,,,,,""
649,"Simple Minds","Alive & Kicking",1985,2,1985,47,2,13,"top40"
650,"Coldplay","Trouble",2002,38,2000,46,1,2,"top40"
651,"Green Day","American Idiot",2004,4,2004,44,1,7,"tip"
652,"Creedence Clearwater Revival","Who'll Stop The Rain",1970,1,1970,10,2,12,"top40"
653,"Nazareth","Love Hurts",1974,1,1976,8,5,14,"top40"
654,"Genesis","Follow You Follow Me",1978,17,1978,15,1,6,"top40"
655,"Shocking Blue","Venus",1969,3,1969,30,7,26,"top40"
656,"Rod Stewart","Sailing",1975,1,1975,36,4,11,"top40"
657,"Fleetwood Mac","Need Your Love So Bad",1968,7,1968,44,1,21,"top40"
658,"Het Goede Doel","Belgie",1982,4,1983,2,1,8,"top40"
659,"Elbow","Lippy Kids",2011,29,2011,9,1,2,"top40"
660,"Frank Sinatra","Fly Me To The Moon",1964,,,,,,""
661,"Madness","Our House",1982,13,1982,50,1,4,"tip"
662,"The Bangles","Eternal Flame",1989,1,1989,15,7,16,"top40"
663,"Ennio Morricone","Once Upon A Time In The West",1968,,,,,,""
664,"Liquido","Narcotic",1998,4,1999,13,1,14,"top40"
665,"London Grammar","Strong",2014,27,2014,6,2,2,"top40"
666,"Bob Dylan","The Times Are A-Changing",1964,,,,,,""
667,"Status Quo","Whatever You Want",1979,5,1979,45,1,10,"top40"
668,"Novastar","Wrong",1999,4,1999,48,2,8,"tip"
669,"Amy Winehouse","You Know I'm No Good",2007,2,2007,27,1,8,"tip"
670,"Elvis Presley","Can't Help Falling In Love With You",1961,,,,,,""
671,"Bløf","Mooie Dag",2002,17,2002,26,1,14,"top40"
672,"Bruce Springsteen","Waiting On A Sunny Day",2003,9,2003,24,1,6,"tip"
673,"Kane","Rain Down On Me",2002,14,2002,23,1,8,"top40"
674,"Carole King","You've Got A Friend",1971,,,,,,""
675,"Ilse DeLange","I Still Cry",2000,,,,,,""
676,"Supertramp","Dreamer",1974,36,1981,9,1,3,"top40"
677,"Fleetwood Mac","Landslide",1975,,,,,,""
678,"Phil Collins","You'll Be In My Heart",1999,37,1999,34,1,5,"top40"
679,"Typhoon","Hemel Valt",2015,,,,,,""
680,"Mike Oldfield","Tubular Bells",1974,13,1974,17,1,3,"tip"
681,"Pink Floyd","High Hopes",1994,,,,,,""
682,"Gary Jules","Mad World",2002,5,2004,7,1,20,"top40"
683,"The Doors","People Are Strange",1967,,,,,,""
684,"UB40","Red Red Wine",1983,1,1983,40,3,11,"top40"
685,"Eurythmics","Sweet Dreams",1983,9,1983,18,2,8,"top40"
686,"First Aid Kit","My Silver Lining",2014,33,2015,43,1,7,"top40"
687,"Adele","Hometown Glory",2009,25,2009,29,1,5,"top40"
688,"The Kinks","Lola",1970,1,1970,39,3,17,"top40"
689,"Spandau Ballet","Through The Barricades",1986,3,1987,1,3,12,"top40"
690,"Racoon","Shoes Of Lightning",2013,13,2014,1,1,15,"top40"
691,"Gorillaz","Clint Eastwood",2001,27,2001,17,2,6,"top40"
692,"Paul de Leeuw & Simone Kleinsma","Zonder Jou",1995,3,1996,5,5,16,"top40"
693,"Herman Brood","Never Be Clever",1979,9,1979,24,2,9,"top40"
694,"Ten Sharp","You",1991,3,1991,18,2,11,"top40"
695,"The Police","So Lonely",1979,31,1979,16,1,4,"top40"
696,"The Beatles","Come Together",1967,4,1969,45,1,7,"top40"
697,"Jethro Tull","Locomotive Breath",1972,6,1972,5,2,5,"tip"
698,"Talking Heads","Slippery People",1985,7,1985,15,2,11,"top40"
699,"The Killers","Human",2008,2,2009,4,2,20,"top40"
700,"Joe Jackson","Real Men",1982,15,1982,33,1,7,"top40"
701,"INXS","Never Tear Us Apart",1988,7,1988,33,2,10,"top40"
702,"Prince","Let's Go Crazy",1985,18,1985,10,1,5,"top40"
703,"Blue Oyster Cult","Don't Fear The Reaper",1976,,,,,,""
704,"Simple Minds","Waterfront",1984,2,1983,52,1,5,"tip"
705,"U2","Ordinary Love",2013,7,2013,51,1,17,"top40"
706,"Armand","Ben Ik Te Min",1967,5,1967,14,1,14,"top40"
707,"Blondie","Denis",1978,1,1978,11,3,12,"top40"
708,"Alice Cooper","How You Gonna See Me Now",1979,7,1979,8,1,11,"top40"
709,"Creedence Clearwater Revival","Suzie Q",1968,,,,,,""
710,"Joe Jackson","Be My Number Two",1984,,,,,,""
711,"Elvis Presley","My Boy",1975,9,1975,5,1,8,"top40"
712,"Robbie Williams","Let Me Entertain You",1998,2,1998,19,2,6,"tip"
713,"Ike & Tina Turner","River Deep Mountain High",1966,9,1966,30,2,17,"top40"
714,"Thin Lizzy","Whiskey In The Jar",1973,20,1973,15,1,6,"top40"
715,"Jimi Hendrix Experience","Voodoo Chile",1968,4,1971,1,1,9,"top40"
716,"Venice","The Family Tree",1999,,,,,,""
717,"Bee Gees","Words",1968,1,1968,9,3,9,"top40"
718,"U2","All I Want Is You",1989,12,1989,27,1,7,"top40"
719,"Marco Borsato","Afscheid Nemen Bestaat Niet",2003,1,2003,51,8,20,"top40"
720,"Carpenters","Top Of The World",1973,14,1973,45,1,5,"top40"
721,"Prince","Kiss",1986,2,1986,17,1,12,"top40"
722,"Red Hot Chili Peppers","Dani California",2006,8,2006,19,1,19,"top40"
723,"Nits","In The Dutch Mountains",1987,14,1987,47,1,8,"top40"
724,"Andrea Bocelli","Con Te Partiro",1996,20,1996,17,1,6,"top40"
725,"3 Doors Down","Here Without You",2004,6,2004,18,1,19,"top40"
726,"Crowded House","Don't Dream It's Over",1987,5,1987,26,3,13,"top40"
727,"The Who","See Me Feel Me",1970,3,1970,47,4,14,"top40"
728,"Paul McCartney & Wings","Band On The Run",1974,4,1974,31,1,10,"top40"
729,"The Rolling Stones","Brown Sugar",1971,1,1971,22,2,11,"top40"
730,"Sting","Russians",1985,7,1986,1,1,8,"top40"
731,"Michael Jackson","Black Or White",1991,3,1991,50,2,10,"top40"
732,"Live","I Alone",1995,22,1995,5,1,5,"top40"
733,"Queen","A Kind Of Magic",1986,4,1986,18,2,13,"top40"
734,"Coldplay","Magic",2014,2,2014,16,3,25,"top40"
735,"Hero","Toen Ik Je Zag",1997,1,1997,22,5,20,"top40"
736,"ABBA","Chiquitita",1979,1,1979,9,1,13,"top40"
737,"Frank Boeijen Groep","De Verzoening",1987,32,1987,3,2,4,"top40"
738,"Meat Loaf","I'd Do Anything For Love",1993,1,1993,45,6,18,"top40"
739,"Rowwen Hèze","Limburg",1996,27,1996,29,3,8,"top40"
740,"Nina Simone","Ain't Got No, I Got Life",1968,9,1998,9,1,8,"top40"
741,"The Cats","One Way Wind",1971,3,1971,33,4,14,"top40"
742,"ABBA","Waterloo",1974,2,1974,17,4,14,"top40"
743,"Paul Weller","You Do Something To Me",1995,29,1995,43,1,8,"top40"
744,"Youp van 't Hek","Flappie",1981,,,,,,""
745,"Clouseau","Daar Gaat Ze",1990,2,1990,9,6,13,"top40"
746,"Aretha Franklin","You Make Me Feel Like A Natural Woman",1967,28,1993,41,1,5,"top40"
747,"Manic Street Preachers","If You Tolerate This Your Children Will Be Next",1998,7,1998,45,1,5,"tip"
748,"Oasis","Champagne Supernova",1995,,,,,,""
749,"Pink Floyd","Us And Them",1973,,,,,,""
750,"Bløf","Blauwe Ruis",2002,36,2002,13,1,3,"top40"
751,"Avicii","Hey Brother",2013,1,2013,46,4,30,"top40"
752,"Temple Of The Dog","Hunger Strike",1991,,,,,,""
753,"Chris De Burgh","The Lady In Red",1986,6,1986,38,2,12,"top40"
754,"Steppenwolf","Born To Be Wild",1968,4,1990,47,1,18,"top40"
755,"Neet Oet Lottum","Hald Mich 's Vas",2005,,,,,,""
756,"Carly Simon","You're So Vain",1973,9,1973,6,2,8,"top40"
757,"Kraftwerk","Autobahn",1975,12,1975,29,1,7,"top40"
758,"Keane","Bedshaped",2004,26,2004,49,1,9,"top40"
759,"ABBA","Does Your Mother Know",1979,4,1979,22,2,8,"top40"
760,"Elvis Presley","Jailhouse Rock",1957,5,1974,6,1,9,"top40"
761,"Eros Ramazzotti","Musica E",1989,12,1989,5,1,8,"top40"
762,"Herman van Veen","Anne",1986,35,1986,43,1,3,"top40"
763,"Dire Straits","Tunnel Of Love",1980,4,1980,49,1,7,"tip"
764,"Gorillaz","Feel Good Inc",2005,20,2005,30,1,5,"tip"
765,"Fleetwood Mac","Don't Stop",1977,5,1977,25,2,8,"top40"
766,"Ben Howard","Keep Your Head Up",2011,12,2012,30,2,22,"top40"
767,"Karin Bloemen","Geen Kind Meer",1996,,,,,,""
768,"Lana Del Rey","Video Games",2011,11,2011,49,1,14,"top40"
769,"De Kast","In Nije Dei",1997,2,1997,38,1,18,"top40"
770,"Green Day","Good Riddance (Time Of Your Life)",1997,,,,,,""
771,"Bruce Springsteen","Glory Days",1985,17,1985,38,1,6,"top40"
772,"Linkin Park & Jay Z","Numb/Encore",2004,5,2005,2,1,16,"top40"
773,"Matt Simons","Catch & Release",2014,6,2016,7,2,23,"top40"
774,"Guus Meeuwis & Vagant","Het Is Een Nacht",1995,1,1995,32,7,27,"top40"
775,"Bon Jovi","Always",1994,2,1994,46,3,17,"top40"
776,"Katie Melua","Nine Million Bicycles",2005,2,2006,1,1,24,"top40"
777,"The Cats","Lea",1968,1,1968,47,2,22,"top40"
778,"David Bowie","Lazarus",2015,32,2016,3,1,2,"top40"
779,"Toto","Rosanna",1982,3,1982,21,2,9,"top40"
